FAC_DERIVED_CB2010,CWA Violations,CAA Violations,RCRA Violations,SDWA Violations,CWA Inspections,CAA Inspections,RCRA Inspections,SDWA Inspections,Facilities,FAC_NAICS_CODES,Total Violations Since 2001,Violations Per Facility Since 2001,Total Inspections Since 2001,Inspections Per Facility Since 2001
01015981901,132.0,4.0,134.0,0.0,22.0,45.0,225.0,0.0,1,928110 336992 92811 48811 562112 49319 332813 238910 237310 562212,270.0,270.0,292.0,292.0
01017954000,74.0,1.0,0.0,0.0,26.0,46.0,1.0,0.0,2,321113 321999 nan,75.0,37.5,73.0,36.5
01017954300,4.0,0.0,5.0,0.0,5.0,99.0,5.0,0.0,2,327993 321219,9.0,4.5,109.0,54.5
01017954400,42.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1,221320,42.0,42.0,31.0,31.0
01017954600,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1,313210,0.0,0.0,14.0,14.0
01017954700,119.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,nan,119.0,119.0,26.0,26.0
01019955800,38.0,2.0,0.0,0.0,32.0,47.0,0.0,0.0,2,325510 32721 236210 339999 327112 nan,40.0,20.0,79.0,39.5
01019955900,3.0,0.0,0.0,0.0,3.0,37.0,0.0,0.0,1,562212 562111,3.0,3.0,40.0,40.0
01021060102,47.0,0.0,5.0,0.0,32.0,0.0,14.0,0.0,2,nan 49311,52.0,26.0,46.0,23.0
01021060401,0.0,1.0,0.0,0.0,3.0,53.0,0.0,0.0,1,321212 321213 236210,1.0,1.0,56.0,56.0
01021060500,21.0,2.0,0.0,0.0,7.0,50.0,0.0,0.0,1,321113 236210,23.0,23.0,57.0,57.0
01021060600,0.0,2.0,3.0,0.0,3.0,44.0,5.0,0.0,1,486210 48621,5.0,5.0,52.0,52.0
01023956700,8.0,4.0,0.0,0.0,29.0,48.0,0.0,0.0,1,236210 322110 237990 322121 32211 322291 238910 32212 322130 322226 322299 32213,12.0,12.0,77.0,77.0
01023956900,0.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,2,211130 486210,1.0,0.5,69.0,34.5
01023957000,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1,211111 2111,0.0,0.0,35.0,35.0
01025957500,159.0,4.0,0.0,0.0,38.0,137.0,0.0,0.0,5,nan 321211 321113 321912 321212 321219 237990 321113 32111 321113,163.0,32.6,175.0,35.0
01025957902,1.0,2.0,0.0,0.0,26.0,94.0,0.0,0.0,2,322121 322110 321113 32211 321113,3.0,1.5,120.0,60.0
01027958900,0.0,0.0,1.0,0.0,1.0,19.0,3.0,0.0,1,337122 33711 337110,1.0,1.0,23.0,23.0
01027959000,247.0,6.0,42.0,0.0,37.0,133.0,20.0,0.0,4,337215 337110 33711 337110 33711 33711 337110 111120 nan,295.0,73.75,190.0,47.5
01029959700,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1,48621 486210,0.0,0.0,46.0,46.0
01031010400,9.0,0.0,1.0,0.0,2.0,38.0,1.0,0.0,1,562212 811191,10.0,10.0,41.0,41.0
01031010700,286.0,0.0,0.0,0.0,23.0,42.0,0.0,0.0,1,311615 112340,286.0,286.0,65.0,65.0
01031011000,57.0,0.0,0.0,0.0,33.0,44.0,0.0,0.0,2,115114 311911 31122 nan,57.0,28.5,77.0,38.5
01031011202,217.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,237110 221320,217.0,217.0,26.0,26.0
01031011300,157.0,0.0,26.0,0.0,22.0,29.0,21.0,0.0,2,332999 33211 332312 nan,183.0,91.5,72.0,36.0
01033020300,0.0,2.0,4.0,0.0,5.0,33.0,13.0,0.0,2,331315 332812 33281 327122 331312 nan,6.0,3.0,51.0,25.5
01033020400,70.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,nan,70.0,70.0,26.0,26.0
01033020500,43.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,nan,43.0,43.0,26.0,26.0
01033020701,147.0,9.0,61.0,0.0,49.0,232.0,175.0,0.0,6,325180 325181 32518 56291 332813 562112 331315 331314 327122 33281 331524 331419 331492 331312 541710 221111 81131 811310 325311 5416 331314 331312 331315 336320 336321 237990 236210 33632,217.0,36.166666666666664,456.0,76.0
01033020703,172.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1,nan,172.0,172.0,31.0,31.0
01033020902,11.0,0.0,10.0,0.0,42.0,116.0,8.0,0.0,4,221112 237990 562212 212399 237130 322121 322291 322299 322110 325193 336510 33651,21.0,5.25,166.0,41.5
01033021000,4.0,1.0,7.0,0.0,15.0,90.0,5.0,0.0,2,325311 486210 48621,12.0,6.0,110.0,55.0
01035960400,0.0,5.0,0.0,0.0,2.0,97.0,0.0,0.0,2,321213 321918 211120 211130,5.0,2.5,99.0,49.5
01035960500,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1,339999,0.0,0.0,44.0,44.0
01035960600,97.0,5.0,3.0,0.0,26.0,155.0,5.0,0.0,7,321113 211120 211130 211120 211130 211130 221320 211120 211130,105.0,15.0,186.0,26.571428571428573
01037961000,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,339995,0.0,0.0,3.0,3.0
01037961200,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,1,486210 48621,0.0,0.0,45.0,45.0
01039961600,11.0,0.0,0.0,0.0,6.0,43.0,0.0,0.0,1,221112 221121 221119,11.0,11.0,49.0,49.0
01039961700,146.0,0.0,0.0,0.0,15.0,53.0,0.0,0.0,1,325199 325211,146.0,146.0,68.0,68.0
01039961800,3.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,22132,3.0,3.0,28.0,28.0
01039962500,40.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,nan,40.0,40.0,25.0,25.0
01039962700,0.0,0.0,4.0,0.0,4.0,57.0,2.0,0.0,2,326199 326121 326140 326199,4.0,2.0,63.0,31.5
01039963000,0.0,0.0,16.0,0.0,0.0,0.0,56.0,0.0,1,321113,16.0,16.0,56.0,56.0
01043964300,0.0,1.0,0.0,0.0,1.0,12.0,1.0,0.0,1,336612,1.0,1.0,14.0,14.0
01043964900,77.0,0.0,9.0,0.0,31.0,23.0,10.0,0.0,2,322222 562211 322220 311615 811111,86.0,43.0,64.0,32.0
01043965000,212.0,0.0,4.0,0.0,34.0,23.0,29.0,0.0,3,332212 33221 332216 22132 332439,216.0,72.0,86.0,28.666666666666668
01043965100,1.0,0.0,30.0,0.0,25.0,47.0,8.0,0.0,1,326199 336390 236210 326122,31.0,31.0,80.0,80.0
01043965402,77.0,1.0,0.0,0.0,35.0,99.0,1.0,0.0,2,311613 311611 236220 321219 321999,78.0,39.0,135.0,67.5
01045020000,3.0,1.0,19.0,0.0,5.0,45.0,77.0,13.0,1,562112 48819 92811 928110 22132 811111 332813 562212,23.0,23.0,140.0,140.0
01045020802,42.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1,22132,42.0,42.0,32.0,32.0
01045021102,0.0,0.0,4.0,0.0,0.0,12.0,3.0,0.0,1,336214 336211 336399,4.0,4.0,15.0,15.0
01045021300,40.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,221320 22132,40.0,40.0,28.0,28.0
01045021400,3.0,1.0,20.0,0.0,9.0,84.0,10.0,0.0,3,336411 327331 48819 336411 48819 326211,24.0,8.0,103.0,34.333333333333336
01047956100,3.0,6.0,0.0,0.0,26.0,129.0,0.0,11.0,3,322110 322121 32211 32212 322130 486210 48621 321999,9.0,3.0,166.0,55.333333333333336
01047956500,11.0,1.0,0.0,0.0,7.0,44.0,0.0,0.0,2,337122 113310 327120 811111 339999 212325 327121 32712,12.0,6.0,51.0,25.5
01047956702,30.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,22133 221320,30.0,30.0,28.0,28.0
01047956900,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,486210,0.0,0.0,20.0,20.0
01047957300,123.0,6.0,2.0,0.0,33.0,50.0,4.0,0.0,2,331110 331410 331419 33141 331112 331111 221320,131.0,65.5,87.0,43.5
01049960300,77.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,221320,77.0,77.0,25.0,25.0
01049960700,0.0,4.0,0.0,0.0,0.0,31.0,0.0,0.0,1,321999,4.0,4.0,31.0,31.0
01049960800,5.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,1,562212,5.0,5.0,37.0,37.0
01049960900,18.0,0.0,0.0,0.0,25.0,14.0,0.0,0.0,3,22132 221320 332312 562212,18.0,6.0,39.0,13.0
01049961200,0.0,3.0,13.0,0.0,5.0,51.0,9.0,0.0,2,237990 332312 332311 332322 311812,16.0,8.0,65.0,32.5
01049961300,33.0,0.0,27.0,0.0,4.0,42.0,8.0,0.0,1,336211,60.0,60.0,54.0,54.0
01051030400,210.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,nan,210.0,210.0,28.0,28.0
01051030600,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1,326199 32613 326130,0.0,0.0,9.0,9.0
01051030702,11.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,22132,11.0,11.0,24.0,24.0
01051030901,111.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,nan,111.0,111.0,25.0,25.0
01051031100,0.0,0.0,7.0,0.0,0.0,33.0,5.0,0.0,1,326199 326130,7.0,7.0,38.0,38.0
01051031200,0.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0,2,221210 22121 486210,2.0,1.0,88.0,44.0
01051031300,79.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1,221320,79.0,79.0,27.0,27.0
01053969900,186.0,5.0,0.0,0.0,71.0,106.0,0.0,16.0,4,nan 562212 322121 32213 237990 322110 322130 211120 211112 211111,191.0,47.75,193.0,48.25
01053970200,4.0,14.0,33.0,0.0,33.0,109.0,48.0,0.0,2,321113 321114 331511,51.0,25.5,190.0,95.0
01053970300,0.0,4.0,0.0,0.0,2.0,73.0,0.0,0.0,2,2111 211111 211130 211111 237120 42271 211112 213112,4.0,2.0,75.0,37.5
01053970400,146.0,3.0,14.0,0.0,24.0,110.0,35.0,0.0,5,321114 211120 2111 221320 211120 211111 2111,163.0,32.6,169.0,33.8
01053970500,424.0,3.0,0.0,0.0,59.0,94.0,1.0,0.0,3,314110 236210 237990 321113 321114 321918 321912 nan,427.0,142.33333333333334,154.0,51.333333333333336
01053970600,8.0,7.0,0.0,0.0,2.0,61.0,0.0,0.0,1,211130 211112 21113 32411 212321 211111 212325 221111 212399,15.0,15.0,63.0,63.0
01055000900,13.0,0.0,3.0,0.0,27.0,10.0,11.0,0.0,2,331111 212399 331221 331 327992 331513 22132,16.0,8.0,48.0,24.0
01055001300,6.0,3.0,2.0,0.0,41.0,85.0,3.0,0.0,2,221112 22112 326211,11.0,5.5,129.0,64.5
01055001600,18.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1,22132,18.0,18.0,23.0,23.0
01055010200,0.0,1.0,1.0,0.0,2.0,31.0,1.0,0.0,1,326121 326199 321918,2.0,2.0,34.0,34.0
01055010402,377.0,0.0,0.0,0.0,34.0,37.0,3.0,0.0,3,326199 32615 321918 326199 32615 327420 32742 326150 nan,377.0,125.66666666666667,74.0,24.666666666666668
01055010602,0.0,0.0,64.0,0.0,5.0,30.0,76.0,0.0,1,562211 562111 562112,64.0,64.0,111.0,111.0
01055010900,4.0,0.0,49.0,0.0,7.0,34.0,84.0,0.0,1,562211 562112 56292 311942,53.0,53.0,125.0,125.0
01057020200,17.0,2.0,0.0,0.0,6.0,92.0,0.0,0.0,2,327120 327121 327122 811111 321113 236210,19.0,9.5,98.0,49.0
01057020300,22.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,2,nan 313310,22.0,11.0,39.0,19.5
01059972900,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,331314,0.0,0.0,5.0,5.0
01059973300,12.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,221320,12.0,12.0,28.0,28.0
01059973500,0.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,1,336213,3.0,3.0,42.0,42.0
01061050300,9.0,0.0,11.0,0.0,29.0,39.0,6.0,0.0,2,22132 332813 332323 332322,20.0,10.0,74.0,37.0
01063060200,8.0,0.0,0.0,0.0,22.0,41.0,0.0,11.0,1,221112 237990 212319 236210,8.0,8.0,74.0,74.0
01065040000,64.0,0.0,0.0,0.0,12.0,57.0,0.0,0.0,1,321113 237990 236210,64.0,64.0,69.0,69.0
01065040400,45.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1,nan,45.0,45.0,34.0,34.0
01065040500,0.0,1.0,0.0,0.0,7.0,44.0,0.0,0.0,1,486210 48621,1.0,1.0,51.0,51.0
01067030200,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1,321113,0.0,0.0,8.0,8.0
01067030500,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1,337110 331492 331314,0.0,0.0,31.0,31.0
01069040201,172.0,0.0,7.0,0.0,19.0,29.0,10.0,0.0,2,334613 237990 22132 237990,179.0,89.5,58.0,29.0
01069040202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,62161 62211 622110 236220,0.0,0.0,1.0,1.0
01069040800,14.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1,nan,14.0,14.0,21.0,21.0
01069041500,0.0,0.0,32.0,0.0,6.0,66.0,11.0,0.0,2,332321 332321,32.0,16.0,83.0,41.5
01069041600,126.0,1.0,27.0,0.0,28.0,41.0,12.0,0.0,2,221320 22132 332312,154.0,77.0,81.0,40.5
01069041700,0.0,0.0,1.0,0.0,20.0,0.0,1.0,11.0,1,54138 237990 221113,1.0,1.0,32.0,32.0
01071950200,196.0,1.0,0.0,0.0,34.0,83.0,1.0,11.0,4,331110 331112 33111 331312 221320 327420 32742 518210,197.0,49.25,129.0,32.25
01071950300,59.0,7.0,1.0,0.0,52.0,83.0,6.0,0.0,2,221112 237990 212399 237130 212325 562212 236210 322130 237990 322222 236210 322121 322110,67.0,33.5,141.0,70.5
01071950700,1.0,0.0,2.0,0.0,2.0,35.0,3.0,0.0,1,314992 325220 325222 31499,3.0,3.0,40.0,40.0
01071950900,89.0,0.0,2.0,0.0,46.0,34.0,3.0,0.0,3,331315 221113 22111 221112 237130 48811 221320,91.0,30.333333333333332,83.0,27.666666666666668
01073000400,14.0,0.0,6.0,0.0,5.0,20.0,6.0,0.0,2,336411 49311 488190 336413 332813 562212,20.0,10.0,31.0,15.5
01073000500,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2,811111 999999 332919 327993,1.0,0.5,2.0,1.0
01073000700,130.0,11.0,42.0,0.0,48.0,643.0,62.0,0.0,5,331511 562211 324199 327993 331111 331110 325110 999999 331511 331110 331111 237990 331221 33111,183.0,36.6,753.0,150.6
01073000800,41.0,1.0,0.0,0.0,22.0,46.0,3.0,0.0,2,331511 238320 331210 332812 331513 999999,42.0,21.0,71.0,35.5
01073001200,21.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1,332311 332722,21.0,21.0,6.0,6.0
01073002305,15.0,1.0,15.0,0.0,29.0,99.0,8.0,0.0,1,331110 331111 33111,31.0,31.0,136.0,136.0
01073002400,1.0,4.0,4.0,0.0,6.0,273.0,12.0,0.0,6,331511 332439 212399 999999 327992 325998 331314 326199 999999,9.0,1.5,291.0,48.5
01073002700,1.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,1,221330 22133 236220,1.0,1.0,38.0,38.0
01073003500,9.0,0.0,3.0,0.0,9.0,31.0,8.0,0.0,2,324122 325110 237990 325192 32519 999999,12.0,6.0,48.0,24.0
01073003803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,337127 999999,0.0,0.0,0.0,0.0
01073004500,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2,999999 221330,0.0,0.0,8.0,4.0
01073005500,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2,324121 999999 325180 324199 327993 331110,2.0,1.0,4.0,2.0
01073005701,77.0,0.0,0.0,0.0,3.0,43.0,0.0,0.0,1,212399 327992,77.0,77.0,46.0,46.0
01073010100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,999999,0.0,0.0,1.0,1.0
01073010200,2.0,0.0,3.0,0.0,1.0,54.0,3.0,0.0,1,331511,5.0,5.0,58.0,58.0
01073010401,0.0,0.0,5.0,0.0,1.0,12.0,8.0,0.0,1,331513,5.0,5.0,21.0,21.0
01073010900,42.0,2.0,20.0,0.0,26.0,408.0,9.0,0.0,1,324199 331110 331111 33111,64.0,64.0,443.0,443.0
01073011001,13.0,7.0,6.0,0.0,35.0,152.0,3.0,0.0,5,nan 331314 999999 332996 423510 327993 327310,26.0,5.2,190.0,38.0
01073011107,189.0,0.0,0.0,0.0,7.0,27.0,0.0,0.0,2,562212 212399 238910 332431 332812,189.0,94.5,34.0,17.0
01073011109,9.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,237110 221320,9.0,9.0,26.0,26.0
01073011210,9.0,0.0,5.0,0.0,15.0,31.0,4.0,0.0,2,332431 337215 332999 999999,14.0,7.0,50.0,25.0
01073011704,1.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,1,562212 562219,1.0,1.0,15.0,15.0
01073011706,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1,nan,12.0,12.0,27.0,27.0
01073011901,42.0,2.0,102.0,0.0,6.0,74.0,138.0,0.0,5,486210 48621 326199 325998 562112 562211 31181 999999 332812 238320,146.0,29.2,218.0,43.6
01073012001,9.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1,22132,9.0,9.0,27.0,27.0
01073012103,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,1,332996 42351,1.0,1.0,15.0,15.0
01073012104,3.0,1.0,3.0,0.0,21.0,147.0,1.0,0.0,2,562219 221112 237310 999999,7.0,3.5,169.0,84.5
01073012200,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2,221112 999999,1.0,0.5,4.0,2.0
01073012302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
01073012500,39.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,1,221320 22132,39.0,39.0,42.0,42.0
01073012602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,339942 32791 999999 423830,0.0,0.0,0.0,0.0
01073012913,239.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,2,237130 22132 221320 nan,239.0,119.5,57.0,28.5
01073013100,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,1,424710 999999 42471,0.0,0.0,26.0,26.0
01073013801,23.0,0.0,24.0,0.0,6.0,83.0,82.0,0.0,5,332812 238320 331511 324199 331111 31111 999999 331112 999999,47.0,9.4,171.0,34.2
01073013901,66.0,1.0,30.0,0.0,50.0,751.0,90.0,0.0,4,321114 325192 999999 325110 331110 331111 237990 236210 332111 324199 331210 33111 327120 32712 324121,97.0,24.25,891.0,222.75
01073013902,8.0,1.0,9.0,0.0,13.0,18.0,6.0,0.0,1,332812,18.0,18.0,37.0,37.0
01073014001,8.0,0.0,0.0,0.0,10.0,115.0,0.0,0.0,1,212112 212111 2111 238910 211111 213113,8.0,8.0,125.0,125.0
01073014002,17.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,1,22132 333911 221320 237110 333914,17.0,17.0,31.0,31.0
01073014102,8.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2,nan 211111,8.0,4.0,24.0,12.0
01073014105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,999999 332312 332311 337125 315119 321992,0.0,0.0,1.0,1.0
01073014301,14.0,0.0,0.0,0.0,8.0,58.0,0.0,0.0,2,327120 21232 327121 327331 32712 327120 21232 327121 327331,14.0,7.0,66.0,33.0
01073014302,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2,999999 326191 238290 238340,1.0,0.5,9.0,4.5
01075030100,0.0,0.0,24.0,0.0,5.0,0.0,43.0,0.0,1,562211,24.0,24.0,48.0,48.0
01075030200,20.0,2.0,10.0,0.0,21.0,78.0,9.0,0.0,2,321113 321211 321114 321212 325320 331492 331410,32.0,16.0,108.0,54.0
01077010100,1.0,0.0,7.0,0.0,0.0,10.0,21.0,0.0,2,332813 331511,8.0,4.0,31.0,15.5
01077010900,3.0,3.0,1.0,0.0,13.0,49.0,5.0,0.0,1,327120 327122 327121 32712,7.0,7.0,67.0,67.0
01077011200,40.0,1.0,21.0,0.0,30.0,40.0,17.0,0.0,3,337211 337215 321911 31-33 32191 nan,62.0,20.666666666666668,87.0,29.0
01077011501,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2,331221 33711 337122 321912,0.0,0.0,9.0,4.5
01079979100,13.0,0.0,0.0,0.0,11.0,36.0,0.0,0.0,1,562212,13.0,13.0,47.0,47.0
01079979200,0.0,2.0,7.0,0.0,21.0,38.0,3.0,0.0,2,322121 22131 32211 23621 322110 nan,9.0,4.5,62.0,31.0
01079979800,89.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1,nan,89.0,89.0,27.0,27.0
01081040500,90.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,22132 221320,90.0,90.0,28.0,28.0
01081040602,64.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1,22132 221320,64.0,64.0,21.0,21.0
01081040603,0.0,0.0,11.0,0.0,2.0,41.0,7.0,0.0,1,337110 332510 332812 332439 33711 332813,11.0,11.0,50.0,50.0
01081040700,0.0,0.0,41.0,0.0,0.0,0.0,38.0,0.0,1,54194 54171 61131 92614,41.0,41.0,38.0,38.0
01081041000,90.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1,nan,90.0,90.0,27.0,27.0
01081041100,53.0,0.0,0.0,0.0,20.0,15.0,1.0,0.0,1,313210 313311 31321 314999 325613,53.0,53.0,36.0,36.0
01081041200,0.0,0.0,0.0,0.0,5.0,47.0,0.0,0.0,1,321113 236220 236210,0.0,0.0,52.0,52.0
01081041300,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1,313311,0.0,0.0,4.0,4.0
01081041600,0.0,0.0,5.0,0.0,0.0,41.0,1.0,0.0,2,339999 32615 562212,5.0,2.5,42.0,21.0
01081041700,38.0,0.0,24.0,0.0,34.0,36.0,45.0,0.0,4,326211 334613 334612 331511 nan,62.0,15.5,115.0,28.75
01081041800,68.0,2.0,0.0,0.0,4.0,50.0,0.0,0.0,1,321113 321999 32199,70.0,70.0,54.0,54.0
01081041900,2.0,0.0,0.0,0.0,6.0,44.0,0.0,0.0,1,221112,2.0,2.0,50.0,50.0
01081042002,0.0,3.0,0.0,0.0,0.0,45.0,0.0,0.0,1,221112,3.0,3.0,45.0,45.0
01081042101,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,1,486210,0.0,0.0,44.0,44.0
01083020600,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1,333414,0.0,0.0,11.0,11.0
01083020900,110.0,0.0,13.0,0.0,32.0,44.0,7.0,0.0,2,339991 336390 336399 nan,123.0,61.5,83.0,41.5
01083021100,19.0,1.0,0.0,0.0,28.0,42.0,8.0,0.0,2,221113 236210 237990 336330,20.0,10.0,78.0,39.0
01083021200,0.0,0.0,2.0,0.0,9.0,11.0,3.0,0.0,3,nan 32615 326150 336999 236210 423860,2.0,0.6666666666666666,23.0,7.666666666666667
01085780800,14.0,3.0,22.0,0.0,29.0,116.0,12.0,0.0,2,325211 236210 325181 32518 238910 212319 212399 1 327999,39.0,19.5,157.0,78.5
01087231603,177.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,nan,177.0,177.0,30.0,30.0
01087232300,1072.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1,nan,1072.0,1072.0,21.0,21.0
01089000201,23.0,0.0,17.0,0.0,7.0,23.0,27.0,0.0,1,331421 331420 33142,40.0,40.0,57.0,57.0
01089001402,2.0,0.0,3.0,0.0,6.0,19.0,4.0,0.0,1,331492 331221 331111 332813,5.0,5.0,29.0,29.0
01089002100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,333414 33991 331511 332116,0.0,0.0,1.0,1.0
01089002502,36.0,0.0,1.0,0.0,30.0,0.0,2.0,0.0,1,22132,37.0,37.0,32.0,32.0
01089002802,13.0,0.0,3.0,0.0,25.0,4.0,34.0,0.0,3,327121 327120 999999 22132 33421,16.0,5.333333333333333,63.0,21.0
01089010200,81.0,1.0,0.0,0.0,8.0,42.0,0.0,0.0,1,321113 321918 321212,82.0,82.0,50.0,50.0
01089010701,1.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,1,336312 236210 33631 336390 336310,1.0,1.0,27.0,27.0
01089010800,14.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,1,22132,14.0,14.0,30.0,30.0
01089010901,12.0,0.0,1.0,0.0,29.0,0.0,2.0,0.0,1,22132,13.0,13.0,31.0,31.0
01089011100,60.0,5.0,66.0,2.0,62.0,131.0,90.0,11.0,4,927110 92711 336415 212399 22131 928110 237990 236210 336413 236220 92811 212325 924110 562213,133.0,33.25,294.0,73.5
01089011200,109.0,0.0,52.0,0.0,59.0,31.0,28.0,0.0,5,332994 336322 999999 334220 336320 326191 237110 236210 999999 22132 237110,161.0,32.2,118.0,23.6
01089011300,49.0,1.0,0.0,0.0,7.0,23.0,0.0,0.0,1,327910 32791,50.0,50.0,30.0,30.0
01091972900,0.0,3.0,6.0,0.0,6.0,50.0,4.0,0.0,1,327310 32412,9.0,9.0,60.0,60.0
01091973000,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,1,486210,1.0,1.0,44.0,44.0
01091973400,101.0,5.0,1.0,0.0,56.0,76.0,4.0,0.0,5,nan 321113 332999 332439 321113 322121 322130 32211 32213 236210 322110 321113,107.0,21.4,136.0,27.2
01093964000,1.0,2.0,14.0,0.0,2.0,94.0,8.0,0.0,4,337122 337122 337110 337122 337122 321912,17.0,4.25,104.0,26.0
01093964200,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1,486210 48621,0.0,0.0,44.0,44.0
01093964300,0.0,2.0,0.0,0.0,0.0,17.0,1.0,0.0,1,337122,2.0,2.0,18.0,18.0
01093964400,38.0,0.0,2.0,0.0,34.0,62.0,3.0,0.0,3,332510 337127 33299 337215 326199 326191 nan,40.0,13.333333333333334,99.0,33.0
01093964500,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,321999 321911,0.0,0.0,16.0,16.0
01093964600,1.0,1.0,9.0,0.0,5.0,62.0,6.0,0.0,1,326113 327215 327212 339113 33995 326199 326299,11.0,11.0,73.0,73.0
01093964700,355.0,2.0,1.0,0.0,28.0,84.0,1.0,0.0,3,333922 333111 221320,358.0,119.33333333333333,113.0,37.666666666666664
01095030702,192.0,2.0,0.0,0.0,38.0,113.0,0.0,0.0,4,311224 311221 31122 311222 221320 22132 424510 331513 33151,194.0,48.5,151.0,37.75
01095030801,22.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,22132 221320,22.0,22.0,30.0,30.0
01095030802,0.0,0.0,8.0,0.0,0.0,22.0,3.0,0.0,1,322220 32222,8.0,8.0,25.0,25.0
01095030902,20.0,0.0,13.0,0.0,7.0,91.0,10.0,0.0,3,331511 33121 33271 32614 321992 321113 321912,33.0,11.0,108.0,36.0
01095030903,1.0,2.0,37.0,0.0,4.0,101.0,16.0,0.0,4,311119 32222 322220 322220 322223 326111 32611,40.0,10.0,121.0,30.25
