FAC_DERIVED_CB2010,CWA Violations,CAA Violations,RCRA Violations,SDWA Violations,CWA Inspections,CAA Inspections,RCRA Inspections,SDWA Inspections,Facilities,FAC_NAICS_CODES,Total Violations Since 2001,Violations Per Facility Since 2001,Total Inspections Since 2001,Inspections Per Facility Since 2001
48221160204,52.0,3.0,0.0,0.0,7.0,18.0,0.0,0.0,2,221320 211112 211111 211130 21113,55.0,27.5,25.0,12.5
48221160205,42.0,5.0,0.0,0.0,19.0,94.0,0.0,2.0,5,221112 22111 221112 22111 221119 999999 486210 211111 nan 22111 221112,47.0,9.4,115.0,23.0
48221160206,9.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,9.0,9.0,12.0,12.0
48221160210,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,1,21113 211112 211130 21111 211111,1.0,1.0,26.0,26.0
48221160301,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,2,211112 21113 221210 211111 212312,2.0,1.0,17.0,8.5
48223950100,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1,2111 211111,1.0,1.0,7.0,7.0
48223950500,51.0,0.0,2.0,0.0,27.0,0.0,1.0,0.0,2,332919 332911 22132,53.0,26.5,28.0,14.0
48223950700,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,211112,0.0,0.0,7.0,7.0
48225950100,0.0,0.0,3.0,0.0,0.0,44.0,4.0,0.0,2,332312 332322 211112 211130 999999,3.0,1.5,48.0,24.0
48225950500,63.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1,nan,63.0,63.0,21.0,21.0
48227950100,111.0,31.0,9.0,0.0,12.0,911.0,34.0,0.0,8,211130 211112 325120 2111 21113 325182 325180 32518 325181 2111 211111 999999 211111 2111 486110 999999 324110 32411 2111 324110 221112 221119,151.0,18.875,957.0,119.625
48227950600,83.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,2,333132 nan,84.0,42.0,20.0,10.0
48227950802,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,333132,0.0,0.0,3.0,3.0
48227950900,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,2111 211111,0.0,0.0,5.0,5.0
48229950300,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,2,486210 486210 999999,0.0,0.0,55.0,27.5
48231960400,46.0,3.0,0.0,0.0,5.0,16.0,0.0,0.0,2,221119 221121 22111 221112 562212 562211,49.0,24.5,21.0,10.5
48231960500,44.0,0.0,0.0,3.0,15.0,0.0,0.0,5.0,2,22132 331524 331314 999999,47.0,23.5,20.0,10.0
48231960700,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,562212 484110,0.0,0.0,3.0,3.0
48231961100,0.0,1.0,1.0,0.0,0.0,17.0,6.0,0.0,1,336411 334290 334220,2.0,2.0,23.0,23.0
48231961200,57.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,22132,57.0,57.0,28.0,28.0
48231961400,74.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2,486910 486110 48691 nan,74.0,37.0,11.0,5.5
48233950200,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,3,2111 211112 486210 486210 211111,0.0,0.0,23.0,7.666666666666667
48233950500,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,2,486210 48621 486210,1.0,0.5,40.0,20.0
48233950800,122.0,13.0,0.0,0.0,16.0,53.0,0.0,0.0,3,211112 211111 21113 22132 999999,135.0,45.0,69.0,23.0
48233950900,0.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,1,211111 211112 486210,4.0,4.0,21.0,21.0
48233951000,382.0,83.0,43.0,0.0,19.0,536.0,116.0,0.0,7,42471 221112 22111 325180 325182 32518 325199 325211 325110 325188 32511 324110 32411 22132 486910 32511 325180 325182 325311,508.0,72.57142857142857,671.0,95.85714285714286
48235950100,0.0,3.0,0.0,0.0,0.0,34.0,0.0,0.0,2,211111 211130 32411 486210 211112 211112 48699,3.0,1.5,34.0,17.0
48237950100,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,4,211111 999999 999999 211111 211111 211130 211112,3.0,0.75,32.0,8.0
48237950300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211111,0.0,0.0,0.0,0.0
48237950500,0.0,6.0,1.0,0.0,0.0,65.0,4.0,0.0,6,332812 332999 211111 2111 211111 999999 486210 999999 211112 211111 221122 221112 2111 211111,7.0,1.1666666666666667,69.0,11.5
48239950100,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2,211111 2111 211112,1.0,0.5,6.0,3.0
48239950300,102.0,2.0,0.0,0.0,15.0,38.0,0.0,0.0,4,211111 999999 nan 486210 999999 486210,104.0,26.0,53.0,13.25
48241950100,0.0,5.0,0.0,0.0,0.0,70.0,0.0,0.0,2,211112 211130 486210 21113 486210,5.0,2.5,70.0,35.0
48241950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,324121,0.0,0.0,0.0,0.0
48241950300,57.0,0.0,20.0,0.0,21.0,11.0,14.0,0.0,3,22132 321114 321113,77.0,25.666666666666668,46.0,15.333333333333334
48241950400,0.0,5.0,0.0,0.0,0.0,211.0,4.0,0.0,1,321219,5.0,5.0,215.0,215.0
48241950700,152.0,9.0,5.0,0.0,15.0,207.0,6.0,0.0,2,321113 321912 322130 32222 32213,166.0,83.0,228.0,114.0
48245000101,0.0,2.0,0.0,0.0,0.0,46.0,0.0,0.0,2,221310 326199 326121,2.0,1.0,46.0,23.0
48245000102,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,nan,0.0,0.0,3.0,3.0
48245000103,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,1,221310 22131,0.0,0.0,115.0,115.0
48245001301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48245002200,120.0,0.0,0.0,0.0,40.0,6.0,0.0,0.0,2,nan 562212 562211,120.0,60.0,46.0,23.0
48245005100,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1,331511 331513,6.0,6.0,5.0,5.0
48245006300,0.0,7.0,14.0,0.0,0.0,38.0,8.0,0.0,4,336611 336611 493190 325199 325110 999999 325199,21.0,5.25,46.0,11.5
48245006600,355.0,105.0,53.0,0.0,75.0,1278.0,39.0,0.0,6,32411 324110 48832 488320 325110 32511 333298 nan 48839 336611 nan,513.0,85.5,1392.0,232.0
48245006900,34.0,121.0,48.0,0.0,19.0,987.0,27.0,0.0,5,324110 32411 424710 42271 313210 999999 311611 325199 325110 325188 32511 325211 486910 211112 21113 nan,203.0,40.6,1033.0,206.6
48245007002,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,562212,0.0,0.0,6.0,6.0
48245007100,8.0,5.0,6.0,0.0,2.0,44.0,3.0,0.0,2,486910 486110 48691 486910,19.0,9.5,49.0,24.5
48245010100,445.0,0.0,0.0,2.0,26.0,0.0,0.0,3.0,1,nan,447.0,447.0,29.0,29.0
48245010600,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,1,326199 999999 326121,3.0,3.0,20.0,20.0
48245010800,499.0,84.0,70.0,0.0,43.0,914.0,66.0,0.0,8,325199 32511 325110 325188 325180 325520 32518 999999 325120 32512 325110 nan 325212 493110 424710 42471 488310 324110 517110 493190,653.0,81.625,1023.0,127.875
48245010902,42.0,36.0,13.0,0.0,21.0,110.0,18.0,0.0,3,325199 424710 325110 42471 4883 32511 424710 32411 324110 49319 325199 493190 22132,91.0,30.333333333333332,149.0,49.666666666666664
48245011001,96.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1,22132,96.0,96.0,18.0,18.0
48245011201,357.0,194.0,193.0,0.0,72.0,1581.0,129.0,0.0,17,325199 325188 325110 326199 325212 32511 325211 325110 325199 211111 32511 325188 325192 324110 221310 32411 221320 325110 325199 325110 325211 325998 999999 32599 325199 325110 325188 325211 325181 325180 325188 211112 325181 49319 493190 486910 493110 424710 488320 325199 325311 325998 424690 488320 493190 424710 324191 49311 42471 49319 493110 221112 324110 324191 211111 486210 327320 325212 325192 999999 325110 325188 325193 325194 32511 325199 4883 311222 325120 324110 32411 324191 325199 325194 325110 325192,744.0,43.76470588235294,1782.0,104.82352941176471
48245011303,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1,486910 488320 493190,2.0,2.0,8.0,8.0
48245011304,36.0,9.0,31.0,0.0,10.0,124.0,37.0,1.0,5,424710 493190 486910 48691 42471 325320 32532 325199 325110 211112 999999 21113 211130 562212 486110 48611,76.0,15.2,172.0,34.4
48245011400,64.0,24.0,74.0,0.0,36.0,314.0,48.0,1.0,5,331511 332211 331221 331111 325211 325212 325199 325311 332812 nan,162.0,32.4,399.0,79.8
48245011600,273.0,103.0,114.0,0.0,48.0,1525.0,80.0,0.0,12,324110 32411 32512 336611 999999 48831 324199 336611 21112 999999 32411 325110 325199 32511 999999 424710 324110 211111 486210 423520 562211 56221 325120 32512 221112,490.0,40.833333333333336,1653.0,137.75
48245011700,0.0,2.0,0.0,0.0,3.0,21.0,0.0,0.0,2,332996 336510 nan,2.0,1.0,24.0,12.0
48247950400,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3,486210 211111 211130 211112,0.0,0.0,21.0,7.0
48249950200,19.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,2,211111 nan,19.0,9.5,19.0,9.5
48249950300,48.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,48.0,48.0,15.0,15.0
48249950700,0.0,5.0,0.0,0.0,0.0,48.0,0.0,0.0,2,211112 211112 92613 999999 211130,5.0,2.5,48.0,24.0
48251130100,0.0,3.0,0.0,0.0,0.0,39.0,0.0,0.0,4,211112 486210 211111 486210 211112 21113 486210 486210,3.0,0.75,39.0,9.75
48251130211,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,2111 211111 999999,0.0,0.0,6.0,6.0
48251130302,0.0,3.0,6.0,0.0,0.0,24.0,2.0,0.0,3,221112 22131 999999 22111 221119 327390 32739 327320,9.0,3.0,26.0,8.666666666666666
48251130304,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,1,337110,7.0,7.0,4.0,4.0
48251130409,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,2,562212 321920,0.0,0.0,18.0,9.0
48251130410,0.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,1,326122 327332 327320,1.0,1.0,15.0,15.0
48251130601,31.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,2,22132 22131 211111 2111,31.0,15.5,33.0,16.5
48251130602,0.0,2.0,0.0,0.0,1.0,49.0,1.0,0.0,2,327410 212312 32741 486210 2111 211111,2.0,1.0,51.0,25.5
48251130800,0.0,5.0,3.0,0.0,0.0,79.0,4.0,0.0,1,327993 327212,8.0,8.0,83.0,83.0
48253020101,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,4,42471 424710 324110 45431 562212 562211 562212 999999 221112,0.0,0.0,24.0,6.0
48253020102,18.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,nan,18.0,18.0,30.0,30.0
48255970100,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2,211112 486210 211111,0.0,0.0,7.0,3.5
48255970200,0.0,12.0,30.0,0.0,0.0,61.0,13.0,0.0,5,326199 486990 326122 999999 326199 326121 325211 326122 2111 211111 2111 211111,42.0,8.4,74.0,14.8
48255970300,131.0,2.0,0.0,0.0,11.0,53.0,0.0,0.0,4,486210 211111 nan 211130 213112,133.0,33.25,64.0,16.0
48255970400,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2,486210 211112 211130,0.0,0.0,4.0,2.0
48257050201,17.0,0.0,0.0,0.0,5.0,32.0,4.0,0.0,1,221112 22111,17.0,17.0,41.0,41.0
48257050206,0.0,3.0,0.0,0.0,0.0,45.0,0.0,0.0,1,322130 999999 32213,3.0,3.0,45.0,45.0
48257050500,0.0,4.0,22.0,0.0,0.0,22.0,10.0,0.0,5,32615 326150 326140 337127 337125 332999 337215 331318 332813 331316 42411 562211 325188,26.0,5.2,32.0,6.4
48257050600,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,486210 999999,0.0,0.0,3.0,3.0
48257050701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,332311,0.0,0.0,0.0,0.0
48257050704,60.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1,nan,60.0,60.0,31.0,31.0
48257051100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,332116,0.0,0.0,0.0,0.0
48257051202,61.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,61.0,61.0,12.0,12.0
48259970100,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1,486210,0.0,0.0,24.0,24.0
48259970401,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,nan,11.0,11.0,5.0,5.0
48259970402,33.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1,nan,33.0,33.0,11.0,11.0
48261950100,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2,2111 211111 999999 211111 999999,0.0,0.0,26.0,13.0
48263950100,0.0,6.0,0.0,0.0,0.0,232.0,0.0,0.0,2,999999 211111 211112 486210,6.0,3.0,232.0,116.0
48265960100,46.0,0.0,39.0,2.0,16.0,0.0,10.0,3.0,2,22132 336411,87.0,43.5,29.0,14.5
48267950100,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,486210,0.0,0.0,16.0,16.0
48269950100,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,211111,0.0,0.0,2.0,2.0
48273020100,66.0,9.0,0.0,0.0,1.0,72.0,0.0,0.0,5,211112 486210 486210 999999 211111 211111 2111 999999 562212,75.0,15.0,73.0,14.6
48273020200,44.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1,nan,44.0,44.0,13.0,13.0
48273020500,20.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,nan,20.0,20.0,9.0,9.0
48277000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,562212 562211,0.0,0.0,0.0,0.0
48277000102,0.0,1.0,39.0,0.0,0.0,3.0,6.0,0.0,1,336212,40.0,40.0,9.0,9.0
48277000200,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,2,486210 486210,0.0,0.0,62.0,31.0
48277000600,52.0,2.0,11.0,0.0,2.0,16.0,6.0,0.0,1,332431 311422 311421 311999,65.0,65.0,24.0,24.0
48277000700,0.0,7.0,6.0,0.0,0.0,46.0,3.0,0.0,3,327212 327215 325510 311812 999999 311813 332996 332313,13.0,4.333333333333333,49.0,16.333333333333332
48277000800,80.0,2.0,0.0,0.0,38.0,98.0,1.0,0.0,3,221122 221112 221119 221112 22111 22132,82.0,27.333333333333332,137.0,45.666666666666664
48279950100,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,1,999999 486110,4.0,4.0,13.0,13.0
48279950200,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,2,221112 221122 22131 486210,0.0,0.0,40.0,20.0
48279950300,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,2,221112 221122 22131 999999,0.0,0.0,40.0,20.0
48281950301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,327320,0.0,0.0,0.0,0.0
48283950300,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,4,211112 2111 486210 211111 2111 211111 486110,1.0,0.25,34.0,8.5
48285000100,0.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,2,211130 211112 21113 211111,2.0,1.0,35.0,17.5
48285000200,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2,2111 211111 999999,0.0,0.0,20.0,10.0
48285000400,0.0,1.0,46.0,0.0,0.0,11.0,19.0,0.0,1,332618 332813 333924,47.0,47.0,30.0,30.0
48285000500,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,2111 211111 999999,0.0,0.0,7.0,7.0
48287000200,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2,211111 211111 486210,0.0,0.0,6.0,3.0
48287000300,0.0,4.0,13.0,0.0,0.0,49.0,5.0,0.0,5,211111 326199 211111 211111 326199,17.0,3.4,54.0,10.8
48289950100,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,2,999999 486210 327320,2.0,1.0,25.0,12.5
48289950200,0.0,2.0,8.0,0.0,0.0,114.0,10.0,2.0,1,331110 331221 331111 48811 33111,10.0,10.0,126.0,126.0
48291700500,7.0,6.0,3.0,0.0,0.0,36.0,3.0,0.0,2,321212 321113 532411 488210,16.0,8.0,39.0,19.5
48291701000,84.0,1.0,17.0,0.0,8.0,8.0,4.0,5.0,2,325199 32511 325110 325910 325998 nan,102.0,51.0,25.0,12.5
48291701200,66.0,0.0,0.0,1.0,9.0,1.0,0.0,3.0,2,22132 56221 211111,67.0,33.5,13.0,6.5
48291701300,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2,424710 424710,0.0,0.0,6.0,3.0
48291701400,0.0,6.0,0.0,0.0,0.0,34.0,0.0,0.0,3,486210 211111 486210 999999,6.0,2.0,34.0,11.333333333333334
48293970200,0.0,6.0,0.0,0.0,0.0,37.0,0.0,0.0,2,562212 999999 332312 332420,6.0,3.0,37.0,18.5
48293970400,63.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1,nan,63.0,63.0,13.0,13.0
48293970600,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,2,486210 486210,2.0,1.0,30.0,15.0
48293970700,6.0,4.0,0.0,0.0,12.0,298.0,0.0,2.0,5,221112 221122 22111 999999 211111 211111 211111 nan,10.0,2.0,312.0,62.4
48293970800,13.0,5.0,0.0,0.0,5.0,20.0,1.0,0.0,3,212322 327992 212324 212111 211111,18.0,6.0,26.0,8.666666666666666
48295950200,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3,2111 211111 211111 999999 999999,0.0,0.0,8.0,2.6666666666666665
48297950100,14.0,16.0,61.0,0.0,15.0,195.0,35.0,0.0,7,324110 424710 32411 486210 999999 48621 486210 211111 211112 211130 999999 211111 2111 424710 324110,91.0,13.0,245.0,35.0
48297950300,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3,211111 999999 999999 211130 211112,0.0,0.0,3.0,1.0
48299970100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48299970400,4.0,0.0,0.0,0.0,12.0,17.0,1.0,0.0,1,221112 221122,4.0,4.0,30.0,30.0
48301950100,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,211111,0.0,0.0,5.0,5.0
48303000500,0.0,0.0,8.0,0.0,0.0,17.0,21.0,0.0,1,611310,8.0,8.0,38.0,38.0
48303000700,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,2,999999 221119 nan,0.0,0.0,32.0,16.0
48303000900,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,1,221112 221119 22111 237130,0.0,0.0,29.0,29.0
48303001200,409.0,2.0,0.0,0.0,24.0,20.0,0.0,0.0,2,22132 311223 311224,411.0,205.5,44.0,22.0
48303002500,0.0,3.0,0.0,0.0,0.0,33.0,2.0,0.0,4,311224 311223 311223 311225 311224 321920 333120,3.0,0.75,35.0,8.75
48303010200,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,221112,0.0,0.0,6.0,6.0
48303010405,0.0,0.0,6.0,0.0,0.0,0.0,19.0,0.0,1,92119,6.0,6.0,19.0,19.0
48303010506,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,562211 999999,0.0,0.0,2.0,2.0
48303010508,25.0,0.0,0.0,0.0,1.0,59.0,13.0,0.0,2,221112 221122 221119 22111 221112 221122 237130 22111,25.0,12.5,73.0,36.5
48305950600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,111140 999999,0.0,0.0,0.0,0.0
48307950300,34.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,nan,34.0,34.0,19.0,19.0
48307950400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,212322 212322,0.0,0.0,1.0,0.5
48309000100,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1,nan,0.0,0.0,9.0,9.0
48309000200,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,1,999999 611310,2.0,2.0,15.0,15.0
48309000700,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1,326199 326121,4.0,4.0,3.0,3.0
48309001500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,324121,0.0,0.0,0.0,0.0
48309001700,0.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,1,326121 326199,2.0,2.0,27.0,27.0
48309001800,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,562212 562211,0.0,0.0,16.0,16.0
48309002503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,327320,0.0,0.0,0.0,0.0
48309003300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,336411,0.0,0.0,0.0,0.0
48309003500,2.0,0.0,0.0,0.0,10.0,40.0,0.0,0.0,1,221112 221122,2.0,2.0,50.0,50.0
48309003602,10.0,0.0,0.0,0.0,15.0,43.0,0.0,0.0,2,221112 221119 221112 22111 221122,10.0,5.0,58.0,29.0
48309003701,49.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1,nan,49.0,49.0,21.0,21.0
48309003703,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,nan,26.0,26.0,6.0,6.0
48309003707,0.0,5.0,25.0,0.0,0.0,101.0,32.0,0.0,6,322211 322222 311351 311352 332813 311320 311330 31132 311340 311111 332722 332813 562112 484230 484220 5614 56292 327310 32731 562212,30.0,5.0,133.0,22.166666666666668
48309003900,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,92811,1.0,1.0,2.0,2.0
48309004300,0.0,4.0,8.0,0.0,0.0,53.0,5.0,0.0,1,327213,12.0,12.0,58.0,58.0
48311950100,0.0,4.0,0.0,0.0,0.0,222.0,0.0,0.0,2,211112 211130 486210,4.0,2.0,222.0,111.0
48313000300,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1,999999 211111,2.0,2.0,10.0,10.0
48315950200,1.0,0.0,0.0,0.0,13.0,20.0,1.0,0.0,1,221112 221119 999999 22111 221122,1.0,1.0,34.0,34.0
48315950400,0.0,1.0,6.0,0.0,0.0,30.0,2.0,0.0,1,321219,7.0,7.0,32.0,32.0
48317950100,0.0,6.0,0.0,0.0,0.0,70.0,0.0,0.0,4,211112 211130 21113 211111 211111 2111 211112 2111 211111 486210 999999,6.0,1.5,70.0,17.5
48317950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,326199 326121,0.0,0.0,0.0,0.0
48321730301,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1,2111 211111,1.0,1.0,7.0,7.0
48321730302,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,nan,17.0,17.0,8.0,8.0
48321730303,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,486210,0.0,0.0,4.0,4.0
48321730501,68.0,11.0,57.0,0.0,10.0,74.0,58.0,0.0,3,325211 325199 325110 211111,136.0,45.333333333333336,142.0,47.333333333333336
48321730600,135.0,1.0,1.0,0.0,11.0,23.0,1.0,0.0,4,nan 211112 221113 48811 22111 nan,137.0,34.25,35.0,8.75
48321730700,0.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,8,211111 486210 486210 486210 999999 486210 48621 211112 2111 486210 221119,4.0,0.5,100.0,12.5
48323950201,21.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2,nan nan,21.0,10.5,17.0,8.5
48323950500,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,562212 562211,0.0,0.0,2.0,2.0
48323950700,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,2,nan 211111 999999,1.0,0.5,9.0,4.5
48325000300,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,0.0,0.0,15.0,15.0
48329000200,0.0,5.0,0.0,0.0,0.0,490.0,0.0,0.0,9,211111 211111 999999 211111 999999 211111 999999 486990 999999 211111 999999 211111 999999 211111 211111,5.0,0.5555555555555556,490.0,54.44444444444444
48329010109,50.0,2.0,0.0,0.0,25.0,101.0,0.0,0.0,6,21113 211111 211112 211112 486210 211130 486210 999999 486210 999999 211111 2111 nan,52.0,8.666666666666666,126.0,21.0
48329010113,0.0,8.0,4.0,0.0,0.0,332.0,2.0,0.0,14,211112 21113 211130 211111 211112 486210 211111 2111 486210 486110 213112 211111 486110 999999 211111 48411 486110 486110 562211 562212 211111 21111 221210 486210 486110 999999,12.0,0.8571428571428571,334.0,23.857142857142858
48329010114,0.0,8.0,20.0,0.0,0.0,39.0,25.0,0.0,4,213112 484220 484230 562112 56292 326199 325991 339920 332812,28.0,7.0,64.0,16.0
48329010200,0.0,6.0,0.0,0.0,0.0,222.0,0.0,0.0,4,211111 486210 211112 211111 211112,6.0,1.5,222.0,55.5
48331950300,2.0,5.0,10.0,0.0,9.0,337.0,9.0,0.0,1,331312 331313 331314 212322 331311,17.0,17.0,355.0,355.0
48331950700,85.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,nan,85.0,85.0,9.0,9.0
48331950800,0.0,0.0,2.0,0.0,0.0,357.0,2.0,0.0,1,221112 22111 221122,2.0,2.0,359.0,359.0
48335950200,4.0,0.0,0.0,0.0,15.0,24.0,1.0,0.0,1,221112 22111,4.0,4.0,40.0,40.0
48335950400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48337950400,4.0,1.0,0.0,0.0,18.0,21.0,0.0,0.0,5,211111 999999 2111 211111 999999 211130 211112 999999 nan,5.0,1.0,39.0,7.8
48337950500,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,486110 999999,0.0,0.0,5.0,5.0
48339690201,30.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,2,327999 314999 327110 nan,30.0,15.0,12.0,6.0
48339690401,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,1,326199 486210 211112,2.0,2.0,19.0,19.0
48339690800,15.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,nan,15.0,15.0,9.0,9.0
48339691400,29.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,nan,29.0,29.0,6.0,6.0
48339691500,17.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,17.0,17.0,15.0,15.0
48339691900,14.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1,nan,14.0,14.0,11.0,11.0
48339692001,31.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2,212321 nan,31.0,15.5,7.0,3.5
48339692002,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,nan,30.0,30.0,3.0,3.0
48339692100,50.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,nan,50.0,50.0,6.0,6.0
48339692200,0.0,3.0,0.0,0.0,0.0,42.0,0.0,0.0,3,211112 211130 21112 211111 211112 211130 2111,3.0,1.0,42.0,14.0
48339692400,49.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,nan,49.0,49.0,7.0,7.0
48339692500,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,nan,5.0,5.0,9.0,9.0
